id,K1K2驱动信号,电子锁驱动信号,急停信号,门禁信号,THDV-M,THDI-M,label
93,11.81054275,12.09891444,-0.080858294,12.05162645,10.39370811,15.63520658,1
94,11.83396124,12.11793014,-0.074616774,12.07220984,9.905726194,27.57782628,1
95,11.78244312,12.100498,-0.073056394,12.06429814,10.91728684,29.39824543,1
96,11.8214782,12.12109726,-0.104289574,12.04055007,11.78063742,32.75243943,1
97,11.81835744,12.13694584,-0.066814874,12.06746282,9.616218666,187.4727625,1
98,11.79649933,12.12586092,-0.073056394,12.07220984,10.21388114,77.28341551,1
99,11.7840035,12.15279442,-0.066814874,12.08804621,27.78378298,19.11737276,1
100,11.81679706,12.12586092,-0.065254494,12.04529709,10.31038048,79.97425615,1
101,11.8214782,12.15912866,-0.071496014,12.05637347,9.746237516,25.17482981,1
102,11.80118047,12.13694584,-0.083991844,12.05320879,9.860543657,19.20645337,1
103,11.85269859,12.13377872,-0.083991844,12.05637347,11.05270398,34.85480597,1
104,11.80118047,12.15121086,-0.093354124,12.06113346,10.51508005,33.18224397,1
105,11.81523668,12.13219516,-0.082418674,12.05320879,12.89396085,22.97996429,1
106,11.80430123,12.13536228,-0.088672984,12.06746282,14.25482983,29.96699617,1
107,11.80898237,12.1115959,-0.063694114,12.05796878,12.00544861,32.35783934,1
108,11.82303858,12.14169652,-0.048077524,12.04055007,11.115442,33.45089157,1
109,11.81054275,12.13377872,-0.083991844,12.0706275,9.926385355,21.09985233,1
110,11.83084048,12.14328008,-0.079297914,12.04846177,9.639595061,21.58380655,1
111,11.86051328,12.12109726,-0.060560564,12.07220984,10.29259238,63.58347715,1
112,11.81991782,12.12109726,-0.069935634,12.06588048,10.69389605,12.48685677,1
113,11.80898237,12.14011296,-0.071496014,12.05955112,18.82672716,30.83723561,1
114,11.80898237,12.15279442,-0.085552224,12.09437557,9.502039787,59.4562777,1
115,11.80430123,12.14169652,-0.087112604,12.05004411,10.01753317,19.55191635,1
116,11.80430123,12.13219516,-0.044956764,12.06904516,14.41187358,28.03083175,1
117,11.80742199,12.12586092,-0.060560564,12.05637347,10.973968,61.2162629,1
118,11.80118047,12.12902804,-0.059000184,12.03738539,11.11660791,36.65523262,1
119,11.77776198,12.15437798,-0.076177154,12.06113346,13.16508527,55.51366003,1
120,11.82303858,12.08782952,-0.063694114,12.06113346,14.45930989,13.7893724,1
121,11.80118047,12.1306116,-0.069935634,12.06588048,11.9693975,19.15055183,1
122,11.8667548,12.12268082,-0.080858294,12.07855217,10.07140051,37.578745,1
123,11.80274085,12.14011296,-0.062133734,12.06113346,13.70882119,13.80583753,1
124,11.83084048,12.12268082,-0.069935634,12.05955112,13.52500646,31.96005769,1
125,11.80898237,12.13219516,-0.071496014,12.05796878,12.60361753,30.60152656,1
126,11.82303858,12.12902804,-0.062133734,12.06904516,12.87719474,11.93902495,1
127,11.81991782,12.11634658,-0.077737534,12.05796878,10.74846758,17.85747884,1
128,11.80898237,12.1385294,-0.090233364,12.04529709,10.71166896,26.29260526,1
129,11.81054275,12.13536228,-0.079297914,12.05162645,15.47392361,36.08190368,1
130,11.7840035,12.12902804,-0.065254494,12.06429814,9.949412052,34.24135737,1
131,11.76994729,12.12426438,-0.082418674,12.05320879,10.15699796,46.16117824,1
132,11.79805971,12.12902804,-0.077737534,12.07220984,37.72795617,28.91118782,1
133,11.80742199,12.14011296,-0.065254494,12.0627158,10.51080383,45.30568786,1
134,11.85425897,12.16229578,-0.091793744,12.07220984,12.10495818,25.62974552,1
135,11.82615934,12.16229578,-0.068375254,12.05796878,13.82186153,23.9706112,1
136,11.80898237,12.13377872,-0.080858294,12.07220984,9.510500506,24.76976457,1
137,11.76058501,12.12586092,-0.065254494,12.05955112,10.24309283,18.28200865,1
138,11.84021555,12.1306116,-0.080858294,12.08171685,10.40814015,18.91624249,1
139,11.80274085,12.10526166,-0.044956764,12.06588048,12.05246599,41.24449503,1
140,11.81835744,12.10526166,-0.094914504,12.05796878,11.32112465,16.36102812,1
141,11.83709479,12.13536228,-0.069935634,12.06113346,10.09938869,19.36872636,1
142,11.81366351,12.08941308,-0.085552224,12.03896773,12.10949454,24.14388719,1
143,11.82615934,12.14011296,-0.052758664,12.0706275,13.60977925,13.79181707,1
144,11.80430123,12.12268082,-0.110531094,12.05637347,9.507435021,16.55343376,1
145,11.83865517,12.12586092,-0.079297914,12.05955112,10.99695475,35.99786991,1
146,11.80586161,12.1195137,-0.055879424,12.0627158,11.5698363,23.06602467,1
147,11.80430123,12.17181012,-0.094914504,12.06113346,16.90377401,18.16296449,1
148,11.84957783,12.11793014,-0.076177154,12.05796878,53.90375083,25.06934618,1
149,11.80274085,12.1385294,-0.068375254,12.0706275,10.16357812,30.84980521,1
150,11.80430123,12.12586092,-0.085552224,12.06429814,12.05275192,47.77188366,1
151,11.81679706,12.12902804,-0.057439804,12.0627158,10.87307586,19.97074532,1
152,11.80430123,12.12109726,-0.088672984,12.05479113,12.66658468,26.42670293,1
153,11.81054275,12.13694584,-0.076177154,12.05320879,10.37428879,36.95458878,1
154,11.81054275,12.15121086,-0.076177154,12.05955112,15.24945675,23.71955603,1
155,11.80586161,12.1195137,-0.049637904,12.06113346,11.07660393,47.7114197,1
156,11.79962009,12.13219516,-0.076177154,12.06588048,10.6171067,33.61069082,1
157,11.77932236,12.13536228,-0.074616774,12.03420774,9.973587383,54.3120854,1
158,11.83240086,12.1306116,-0.083991844,12.04055007,11.74685227,17.98930363,1
159,11.79962009,12.11476302,-0.105849954,12.0247137,10.2137002,32.82574511,1
160,11.83084048,12.13694584,-0.077737534,12.0627158,10.41257255,15.87881718,1
161,11.80898237,12.12586092,-0.119893374,12.05796878,14.38127967,21.01649964,1
162,11.82303858,12.12586092,-0.048077524,12.05479113,21.93897689,16.08481479,1
163,11.81054275,12.1496273,-0.082418674,12.05796878,21.10672941,24.34603072,1
164,11.79649933,12.13536228,-0.074616774,12.06113346,9.623213901,20.90073027,1
165,11.80430123,12.15121086,-0.068375254,12.06429814,10.41603056,18.40034359,1
166,11.8214782,12.12744448,-0.079297914,12.05004411,10.27020597,28.38798114,1
167,11.80586161,12.1115959,-0.066814874,12.0627158,12.57691163,28.32445213,1
168,11.79962009,12.1575451,-0.083991844,12.06113346,12.49794363,37.34119606,1
169,11.78088274,12.1195137,-0.071496014,12.05955112,11.10621629,49.66866065,1
170,11.80274085,12.14328008,-0.073056394,12.05955112,10.01877553,14.67556766,1
171,11.80898237,12.12744448,-0.077737534,12.05637347,14.49273836,31.23580427,1
172,11.81210313,12.13219516,-0.074616774,12.03580305,15.64706594,48.92576768,1
173,11.85269859,12.14804374,-0.073056394,12.05796878,10.98644658,35.83659302,1
174,11.80430123,12.12902804,-0.105849954,12.05162645,12.65310647,44.6056534,1
175,11.85269859,12.14328008,-0.073056394,12.06429814,13.23928862,12.44046736,1
176,11.80898237,12.1496273,-0.074616774,12.06746282,9.676579265,65.29598942,1
177,11.81679706,12.12426438,-0.073056394,12.03580305,11.20040989,16.43347891,1
178,11.81523668,12.12744448,-0.069935634,12.06588048,11.07132303,23.28676893,1
179,11.80586161,12.11793014,-0.088672984,12.0706275,9.787523497,36.77360362,1
180,11.81210313,12.15279442,-0.088672984,12.05955112,10.56405266,57.4197908,1
181,11.81366351,12.13219516,-0.077737534,12.06746282,13.73690518,10.02747365,1
182,11.81523668,12.1306116,-0.068375254,12.05637347,18.95648799,15.88387781,1
183,11.80274085,12.12744448,-0.071496014,12.06746282,16.60466474,50.93637942,1
184,11.81679706,12.16229578,-0.080858294,12.06588048,12.27418313,19.26706976,1
185,11.79805971,12.11634658,-0.065254494,12.06746282,23.74172235,17.810287,1
186,11.83709479,12.12902804,-0.090233364,12.08013451,16.27606139,27.67880548,1
187,11.80274085,12.10842878,-0.048077524,12.04846177,9.576328981,13.86720547,1
188,11.83240086,12.12744448,-0.057439804,12.06746282,9.927494244,71.99612012,1
189,11.82615934,12.16704646,-0.085552224,12.0627158,10.26246065,25.59065261,1
190,11.80742199,12.1385294,-0.065254494,12.05320879,15.06682111,50.6186535,1
191,11.81210313,12.0846624,-0.073056394,12.06113346,11.90303739,24.34346623,1
192,11.80430123,12.11634658,-0.062133734,12.07379218,10.98526054,23.53248431,1
193,11.80742199,12.1464472,-0.065254494,12.06746282,10.10615636,71.14057191,1
194,11.84645707,12.13377872,-0.063694114,12.06588048,11.62635081,17.63823578,1
195,11.81210313,12.1385294,-0.077737534,12.07855217,14.6015801,22.29674051,1
196,11.79649933,12.14486364,-0.055879424,12.06429814,10.91663988,13.87171456,1
197,11.84177593,12.15279442,-0.079297914,12.03896773,10.09003665,51.59480904,1
198,11.80742199,12.15121086,-0.063694114,12.03738539,10.48739647,34.91225473,1
199,11.8214782,12.13219516,-0.077737534,12.05320879,11.68818229,10.47814031,1
200,11.77932236,12.100498,-0.071496014,12.05320879,10.23965022,28.22897063,1
201,11.82771972,12.12902804,-0.098035264,12.08171685,9.822494229,13.29026689,1
202,11.85113821,12.1195137,-0.082418674,12.05637347,10.67827334,16.59766513,1
203,11.81523668,12.1306116,-0.066814874,12.08329919,11.6393046,36.78848611,1
204,11.76370577,12.17022656,-0.077737534,12.06746282,13.59363778,18.08897458,1
205,11.83553441,12.13219516,-0.082418674,12.05004411,10.39107427,31.16166695,1
206,11.78556388,12.1306116,-0.076177154,12.0627158,10.8153836,26.64890582,1
207,11.80430123,12.12109726,-0.057439804,12.05955112,12.13356051,17.34619233,1
208,11.83240086,12.1385294,-0.069935634,12.07537452,11.3303585,29.23258026,1
209,11.80898237,12.12586092,-0.083991844,12.07379218,10.12679048,18.54804885,1
210,11.80742199,12.13219516,-0.074616774,12.06904516,10.74304619,34.83802676,1
211,11.81054275,12.14011296,-0.059000184,12.0706275,9.917610559,25.9873917,1
212,11.82771972,12.13219516,-0.077737534,12.09595791,17.39971402,103.6111577,1
213,11.79962009,12.14169652,-0.055879424,12.05796878,11.44367776,40.79952416,1
214,11.79337857,12.12902804,-0.044956764,12.06113346,9.929387719,20.97303195,1
215,11.82615934,12.12902804,-0.032460934,12.03104306,10.19492313,133.1549871,1
216,11.80898237,12.12109726,-0.079297914,12.05955112,12.86663865,32.70335593,1
217,11.83240086,12.09574732,-0.074616774,12.06904516,9.87188212,62.86952025,1
218,11.81523668,12.11317946,-0.076177154,12.04529709,25.1039702,13.05489114,1
219,11.80898237,12.11793014,-0.107410334,12.05320879,12.19915304,18.85268883,1
220,11.80898237,12.1195137,-0.068375254,12.05796878,14.27841375,34.70103639,1
221,11.80586161,12.12902804,-0.090233364,12.05320879,17.28446822,40.11710554,1
222,11.7918054,12.11793014,-0.074616774,12.06113346,9.639340067,22.60160199,1
223,11.8214782,12.1464472,-0.066814874,12.08962855,11.68912228,50.77402738,1
224,11.81679706,12.12426438,-0.051198284,12.09279323,10.60238978,38.70950971,1
225,11.81210313,12.09099664,-0.068375254,12.05162645,10.7687838,63.53420375,1
226,11.81210313,12.1464472,-0.069935634,12.05955112,10.3065474,25.05003689,1
227,11.79962009,12.15279442,-0.066814874,12.07379218,10.01554243,127.7551264,1
228,11.80742199,12.1306116,-0.087112604,12.07379218,9.762426647,45.78232347,1
229,11.81366351,12.12109726,-0.080858294,12.07537452,10.07306406,21.57724681,1
230,11.80742199,12.14804374,-0.069935634,12.05955112,10.24589974,73.10013659,1
231,11.82303858,12.1654629,-0.055879424,12.06588048,17.89460614,24.03505154,1
232,11.80430123,12.12268082,-0.074616774,12.05004411,9.934002785,67.15685197,1
233,11.81523668,12.13536228,-0.080858294,12.05162645,11.40592271,13.73194487,1
234,11.82615934,12.14804374,-0.035581694,12.05796878,11.11649909,18.6054218,1
235,11.84801745,12.12109726,-0.065254494,12.05004411,10.35708359,15.89786188,1
236,11.79649933,12.12426438,-0.083991844,12.0627158,10.77563761,44.12257613,1
237,11.82303858,12.1195137,-0.066814874,12.05955112,48.323642,42.78540987,1
238,11.7465288,12.11793014,-0.094914504,12.06588048,12.76332568,19.37329481,1
239,11.82303858,12.12902804,-0.076177154,12.06904516,12.15791257,74.66053946,1
240,11.80898237,12.12426438,-0.059000184,12.0627158,16.00231448,42.48711768,1
241,11.79962009,12.14486364,-0.076177154,12.06588048,12.26493029,20.88908809,1
242,11.81835744,12.13377872,-0.063694114,12.06746282,10.0889886,22.79501828,1
243,11.80274085,12.1306116,-0.066814874,12.04687943,10.64571414,21.15933465,1
244,11.81991782,12.10526166,-0.062133734,12.05796878,24.45010678,10.50102867,1
245,11.78712426,12.11793014,-0.068375254,12.05637347,14.00438251,18.69519377,1
246,11.80898237,12.1115959,-0.090233364,12.08646387,11.67131121,22.31066549,1
247,11.79493895,12.12268082,-0.076177154,12.02787838,11.5658987,10.94235001,1
248,11.80274085,12.100498,-0.057439804,12.04687943,18.88076151,27.22262939,1
249,11.79962009,12.10208156,-0.085552224,12.08013451,10.3851339,60.92615487,1
250,11.82771972,12.12744448,-0.083991844,12.08488153,10.11991096,29.17482768,1
251,11.81523668,12.13694584,-0.093354124,12.05479113,11.03592304,35.97057212,1
252,11.81054275,12.1306116,-0.088672984,12.0627158,9.631287059,19.65574764,1
253,11.81210313,12.12744448,-0.074616774,12.06429814,10.01565948,21.57064395,1
254,11.80118047,12.12744448,-0.079297914,12.05955112,12.79993015,68.44811151,1
255,11.78088274,12.12744448,-0.073056394,12.06904516,10.34128877,20.56521449,1
256,11.80898237,12.11476302,-0.069935634,12.05796878,23.4434048,48.58438321,1
257,11.80742199,12.15912866,-0.074616774,12.04213241,9.935508782,31.36957059,1
258,11.7918054,12.13694584,-0.069935634,12.0706275,11.92811129,14.49408265,1
259,11.80274085,12.11001234,-0.102716404,12.06113346,9.774603285,32.09300934,1
260,11.80742199,12.10208156,-0.073056394,12.06746282,12.75195412,18.58648499,1
261,11.78244312,12.12902804,-0.059000184,12.05955112,15.47100304,21.08927668,1
262,11.82459896,12.13694584,-0.085552224,12.06746282,11.65816788,22.26814816,1
263,11.79493895,12.11634658,-0.094914504,12.05162645,10.24986715,27.70569037,1
264,11.81366351,12.1195137,-0.044956764,12.06904516,9.655370408,43.97357946,1
265,11.82615934,12.14486364,-0.065254494,12.04371475,10.67226696,73.94928648,1
266,11.80586161,12.12902804,-0.041836004,12.06746282,16.98578882,22.53588529,1
267,11.79962009,12.12426438,-0.090233364,12.05637347,9.90104779,18.40698204,1
268,11.83553441,12.13219516,-0.066814874,12.06113346,11.36893329,44.72110964,1
269,11.7918054,12.13377872,-0.062133734,12.05796878,11.62723413,71.16273948,1
270,11.79649933,12.12109726,-0.073056394,12.05162645,13.89137544,13.95839769,1
271,11.79024502,12.1385294,-0.068375254,12.05955112,11.04391285,81.02227226,1
272,11.80742199,12.14328008,-0.073056394,12.04529709,11.86854064,25.14600844,1
273,11.80898237,12.1575451,-0.091793744,12.05004411,11.00578935,37.61246623,1
274,11.81835744,12.12902804,-0.090233364,12.03104306,11.49846979,18.97120492,1
275,11.81366351,12.1195137,-0.051198284,12.05004411,10.83030156,47.63412494,1
276,11.80586161,12.14011296,-0.052758664,12.0627158,9.792565521,15.00565446,1
277,11.81523668,12.1385294,-0.071496014,12.06429814,9.786052357,34.47030917,1
278,11.81523668,12.13377872,-0.073056394,12.0627158,11.37525493,31.88513695,1
279,11.8292801,12.1385294,-0.079297914,12.05796878,14.22547854,32.77150524,1
280,11.80742199,12.13219516,-0.063694114,12.06429814,12.08660571,29.23710905,1
281,11.80742199,12.12586092,-0.085552224,12.05955112,10.35957398,19.44755329,1
282,11.81210313,12.14486364,-0.085552224,12.06588048,11.58675744,15.89070321,1
283,11.76526615,12.13219516,-0.062133734,12.08804621,10.78839109,62.01137569,1
284,11.80898237,12.15437798,-0.063694114,12.04687943,11.60817622,16.38360592,1
285,11.82615934,12.14328008,-0.062133734,12.06429814,9.873454318,21.08432034,1
286,11.80118047,12.1115959,-0.083991844,12.03420774,15.06133464,14.47401584,1
287,11.80742199,12.12586092,-0.066814874,12.05479113,10.33384875,31.71831636,1
288,11.81835744,12.1306116,-0.085552224,12.06904516,10.60533791,34.51708661,1
289,11.83396124,12.12268082,-0.098035264,12.05637347,12.19474739,21.98184404,1
290,11.80430123,12.1306116,-0.080858294,12.08329919,9.939871033,18.21419462,1
291,11.80118047,12.12426438,-0.069935634,12.05637347,11.74666266,124.5149346,1
292,11.83553441,12.14328008,-0.038702454,12.05796878,12.08878753,106.6963553,1
293,11.81054275,12.11793014,-0.079297914,12.06113346,10.44316554,61.74543115,1
294,11.79805971,12.1496273,-0.110531094,12.05320879,15.13217579,13.73518198,1
295,11.80586161,12.12902804,-0.062133734,12.04687943,14.47558139,56.38058432,1
296,11.77308084,12.1464472,-0.083991844,12.06429814,12.54604481,69.99055811,1
297,11.80742199,12.12586092,-0.076177154,12.07220984,10.93382152,16.63580307,1
298,11.81679706,12.1306116,-0.071496014,12.0627158,10.39060834,31.94400403,1
299,11.85739252,12.13694584,-0.073056394,12.08013451,9.858634814,13.679101,1
300,11.81210313,12.14804374,-0.073056394,12.0706275,10.50215526,26.92493311,1
301,11.84333631,12.1115959,-0.071496014,12.04687943,17.2764907,42.03616096,1
302,11.83084048,12.13377872,-0.091793744,12.04846177,13.81526294,28.93099226,1
303,11.78556388,12.12426438,-0.073056394,12.06113346,9.458187008,126.4237551,1
304,11.81054275,12.13694584,-0.074616774,12.07537452,11.42201793,20.39145001,1
305,11.81054275,12.13694584,-0.091793744,12.08962855,17.4083543,26.9036809,1
306,11.81991782,12.12426438,-0.074616774,12.06588048,15.03055718,30.88785988,1
307,11.79337857,12.1115959,-0.079297914,12.0706275,11.46225493,24.68163773,1
308,11.79493895,12.10684522,-0.065254494,12.08804621,34.38117514,30.25415517,1
309,11.83084048,12.12268082,-0.059000184,12.04213241,10.23220738,23.51909164,1
310,11.80898237,12.13536228,-0.085552224,12.07537452,10.48899774,40.93061432,1
311,11.79493895,12.13694584,-0.051198284,12.04371475,12.0204762,22.22043739,1
312,11.83865517,12.11793014,-0.102716404,12.04055007,10.84786724,18.88756572,1
313,11.84489669,12.12426438,-0.069935634,12.09595791,10.53767096,20.95910539,1
314,11.8292801,12.10842878,-0.073056394,12.07537452,12.45915031,41.60096113,1
315,11.8214782,12.12744448,-0.080858294,12.09279323,10.8957103,20.47609865,1
316,11.81991782,12.12268082,-0.069935634,12.06746282,10.57586953,19.48020006,1
317,11.80274085,12.12744448,-0.071496014,12.05796878,10.63892121,15.98692531,1
318,11.82615934,12.1306116,-0.069935634,12.0627158,11.27855015,19.20624457,1
319,11.81366351,12.1496273,-0.083991844,12.05479113,11.10590304,17.41008799,1
320,11.81835744,12.14486364,-0.074616774,12.04529709,9.781930339,30.66310757,1
321,11.81366351,12.12744448,-0.094914504,12.05479113,11.72686613,24.96972749,1
322,11.80898237,12.13219516,-0.065254494,12.08962855,9.712440548,36.79428472,1
323,11.80430123,12.1195137,-0.085552224,12.06904516,10.26848254,14.84161072,1
324,11.78244312,12.09416376,-0.110531094,12.04213241,10.40141787,39.33304533,1
325,11.81523668,12.13694584,-0.063694114,12.06746282,10.46898086,51.50545427,1
326,11.81366351,12.12586092,-0.069935634,12.07695686,12.62476124,17.38545904,1
327,11.84177593,12.13694584,-0.076177154,12.06588048,10.04262543,131.9293725,1
328,11.81523668,12.13536228,-0.069935634,12.04529709,11.60123241,14.87494047,1
329,11.82303858,12.12109726,-0.077737534,12.04687943,11.07917948,21.81302395,1
330,11.81366351,12.11001234,-0.093354124,12.05004411,12.65445475,54.8522489,1
331,11.79805971,12.13219516,-0.077737534,12.05320879,9.54788625,13.8487643,1
332,11.79805971,12.12268082,-0.054319044,12.0627158,11.34910427,10.33769699,1
333,11.80586161,12.16229578,-0.116772614,12.03738539,9.504731426,46.96461303,1
334,11.80274085,12.11793014,-0.069935634,12.0326254,10.63285889,38.84071254,1
335,11.84177593,12.12586092,-0.076177154,12.06746282,10.99994314,31.47991468,1
336,11.79962009,12.1385294,-0.074616774,12.06429814,13.51497039,36.98773584,1
337,11.81054275,12.14804374,-0.087112604,12.0627158,10.2268673,20.69237803,1
338,11.78712426,12.1306116,-0.088672984,12.07537452,17.88810807,23.33606564,1
339,11.84489669,12.12426438,-0.073056394,12.0706275,10.84965901,17.67286297,1
