support,itemsets
0.012178763275225707,"frozenset({'148', '11', '6', '218', '7'})"
0.012192904660798665,"frozenset({'7', '11', '148', '218'})"
0.010911089068506932,"frozenset({'11', '27', '148'})"
0.0108878567922085,"frozenset({'6', '11', '27', '148'})"
0.024451465754614637,"frozenset({'3', '11', '148'})"
0.024211062199874345,"frozenset({'3', '11', '6', '148'})"
0.05578776608532104,"frozenset({'6', '11', '148'})"
0.013349467980872765,"frozenset({'6', '11', '148', '7'})"
0.011482805085242251,"frozenset({'6', '11', '987', '148'})"
0.013377750752018682,"frozenset({'7', '11', '148'})"
0.011519168648144146,"frozenset({'11', '987', '148'})"
0.021036321138745175,"frozenset({'2', '11'})"
0.019822182177409744,"frozenset({'2', '11', '6'})"
0.01601511916137543,"frozenset({'11', '205'})"
0.011520178747113642,"frozenset({'11', '205', '27'})"
0.011437350631614886,"frozenset({'11', '205', '27', '6'})"
0.01583128114892697,"frozenset({'11', '205', '6'})"
0.011222199551112018,"frozenset({'7', '11', '205', '6'})"
0.011312098359397255,"frozenset({'7', '11', '205'})"
0.015705018777739842,"frozenset({'11', '215'})"
0.015463605124030052,"frozenset({'11', '6', '215'})"
0.06227866206330896,"frozenset({'11', '218'})"
0.011723208639982545,"frozenset({'11', '27', '218'})"
0.011678764285324677,"frozenset({'11', '27', '6', '218'})"
0.027245399504243425,"frozenset({'3', '11', '218'})"
0.026768632790640828,"frozenset({'3', '11', '6', '218'})"
0.06124230052060501,"frozenset({'11', '6', '218'})"
0.010073717022793893,"frozenset({'11', '64', '6', '218'})"
0.014411081997814146,"frozenset({'7', '11', '6', '218'})"
0.010109070486726289,"frozenset({'11', '64', '218'})"
0.014451485956594026,"frozenset({'7', '11', '218'})"
0.01086462451591007,"frozenset({'11', '25'})"
0.0108201801612522,"frozenset({'11', '25', '6'})"
0.01196664249163133,"frozenset({'269', '11'})"
0.011674723889446688,"frozenset({'269', '11', '6'})"
0.04656859279072163,"frozenset({'11', '27'})"
0.020837331641754258,"frozenset({'3', '11', '27'})"
0.02028884790131737,"frozenset({'3', '11', '27', '6'})"
0.013711083411952703,"frozenset({'11', '6', '3', '27', '7'})"
0.013827244793444863,"frozenset({'3', '11', '27', '7'})"
0.04537667600671514,"frozenset({'11', '27', '6'})"
0.030875695200615755,"frozenset({'7', '11', '27', '6'})"
0.010128262367146734,"frozenset({'11', '6', '27', '7', '87'})"
0.010652503732315693,"frozenset({'11', '83', '27', '6'})"
0.01063634214880374,"frozenset({'11', '87', '27', '6'})"
0.03115044212031895,"frozenset({'7', '11', '27'})"
0.01020098949295052,"frozenset({'7', '11', '87', '27'})"
0.010665635018919154,"frozenset({'11', '83', '27'})"
0.010717150066363501,"frozenset({'11', '87', '27'})"
0.012681792562035228,"frozenset({'11', '273'})"
0.012487853559891798,"frozenset({'11', '6', '273'})"
0.012758560083717002,"frozenset({'278', '11'})"
0.012372702277369137,"frozenset({'278', '11', '6'})"
0.011527249439900121,"frozenset({'11', '294'})"
0.010331292260015636,"frozenset({'11', '294', '6'})"
0.1629148223942982,"frozenset({'3', '11'})"
0.013001993935365786,"frozenset({'3', '11', '4'})"
0.011610077555398878,"frozenset({'3', '11', '4', '6'})"
0.011437350631614886,"frozenset({'3', '11', '55'})"
0.010297958994022234,"frozenset({'3', '11', '55', '6'})"
0.14513304013527245,"frozenset({'3', '11', '6'})"
0.013278761053007973,"frozenset({'3', '11', '64', '6'})"
0.02522318136731037,"frozenset({'3', '11', '6', '7'})"
0.013331286199421819,"frozenset({'3', '11', '77', '6'})"
0.010592907893115367,"frozenset({'3', '11', '83', '6'})"
0.013654517869660869,"frozenset({'3', '11', '64'})"
0.0257908569881677,"frozenset({'3', '11', '7'})"
0.013618154306758976,"frozenset({'3', '11', '77'})"
0.010684826899339597,"frozenset({'3', '11', '83'})"
0.01594744253041913,"frozenset({'11', '303'})"
0.01571612986640431,"frozenset({'11', '6', '303'})"
0.011101997773741872,"frozenset({'11', '314'})"
0.010953513225225808,"frozenset({'11', '6', '314'})"
0.018017135318918548,"frozenset({'11', '316'})"
0.01748582326096311,"frozenset({'11', '316', '6'})"
0.01047674651162321,"frozenset({'11', '364'})"
0.010434322354904333,"frozenset({'11', '364', '6'})"
0.02771004503021206,"frozenset({'11', '4'})"
0.02465449564748354,"frozenset({'11', '4', '6'})"
0.018211074321061976,"frozenset({'40', '11'})"
0.018042387793155975,"frozenset({'40', '11', '6'})"
0.01678784487304066,"frozenset({'11', '438'})"
0.016731279330748826,"frozenset({'11', '6', '438'})"
0.015132292662035026,"frozenset({'11', '446'})"
0.014779768121680562,"frozenset({'11', '446', '6'})"
0.011009068668548144,"frozenset({'11', '49'})"
0.01096664451182927,"frozenset({'11', '49', '6'})"
0.01021109048264549,"frozenset({'11', '504'})"
0.010018161579471557,"frozenset({'11', '504', '6'})"
0.011207048066569563,"frozenset({'11', '512'})"
0.0111605835139727,"frozenset({'11', '512', '6'})"
0.024579748323740762,"frozenset({'11', '55'})"
0.022161571390764866,"frozenset({'11', '55', '6'})"
0.013619164405728473,"frozenset({'11', '56'})"
0.013553507972711166,"frozenset({'6', '11', '56'})"
0.3272851974036416,"frozenset({'11', '6'})"
0.03016660572402884,"frozenset({'11', '64', '6'})"
0.016993905062818056,"frozenset({'11', '6', '69'})"
0.05639887596186675,"frozenset({'7', '11', '6'})"
0.013091892743651024,"frozenset({'7', '11', '83', '6'})"
0.012832297308490287,"frozenset({'7', '11', '87', '6'})"
0.01253835850836665,"frozenset({'11', '6', '737'})"
0.030131252260096445,"frozenset({'11', '77', '6'})"
0.024122173490558604,"frozenset({'11', '83', '6'})"
0.013834315486231341,"frozenset({'11', '87', '6'})"
0.010733311649875454,"frozenset({'11', '897', '6'})"
0.019170668342084158,"frozenset({'11', '90', '6'})"
0.013192902640600726,"frozenset({'11', '987', '6'})"
0.03098680608726043,"frozenset({'11', '64'})"
0.017207035945381928,"frozenset({'11', '69'})"
0.05765038858507356,"frozenset({'7', '11'})"
0.013114114920979957,"frozenset({'7', '11', '83'})"
0.012929266809562,"frozenset({'7', '11', '87'})"
0.01003432316298351,"frozenset({'7', '11', '897'})"
0.012733307609479577,"frozenset({'11', '737'})"
0.030716099563435226,"frozenset({'11', '77'})"
0.024320152888580023,"frozenset({'11', '83'})"
0.013975729341960926,"frozenset({'11', '87'})"
0.010848462932398117,"frozenset({'11', '897'})"
0.019249456061704927,"frozenset({'11', '90'})"
0.01332421550663534,"frozenset({'11', '987'})"
0.018497942428399135,frozenset({'135'})
0.017867640671432986,"frozenset({'6', '135'})"
0.023918133498720205,frozenset({'136'})
0.010598968486932349,"frozenset({'3', '136'})"
0.021402987064672595,"frozenset({'136', '6'})"
0.03548174650152222,frozenset({'138'})
0.01570299857980085,"frozenset({'138', '3'})"
0.012938357700287475,"frozenset({'138', '3', '6'})"
0.02904034537303965,"frozenset({'138', '6'})"
0.011724218738952042,frozenset({'14'})
0.010453514235324778,"frozenset({'14', '6'})"
0.07062814014517142,frozenset({'148'})
0.059417051682723876,"frozenset({'148', '218'})"
0.010926240553049388,"frozenset({'27', '148', '218'})"
0.010791897390106282,"frozenset({'6', '27', '148', '218'})"
0.025619140163353205,"frozenset({'3', '148', '218'})"
0.02477368732588419,"frozenset({'3', '6', '148', '218'})"
0.057412005228272264,"frozenset({'6', '148', '218'})"
0.013337346793238801,"frozenset({'6', '148', '218', '7'})"
0.01350098282629732,"frozenset({'7', '148', '218'})"
0.012084824071062483,"frozenset({'27', '148'})"
0.011845430615291686,"frozenset({'6', '27', '148'})"
0.03063630174484496,"frozenset({'3', '148'})"
0.02838075074595809,"frozenset({'3', '6', '148'})"
0.06540390827493278,"frozenset({'6', '148'})"
0.010560584726091463,"frozenset({'6', '64', '148'})"
0.014732293470114202,"frozenset({'6', '148', '7'})"
0.010280787311540784,"frozenset({'6', '77', '148'})"
0.013124215910674928,"frozenset({'6', '987', '148'})"
0.010790887291136786,"frozenset({'64', '148'})"
0.015000979796000413,"frozenset({'7', '148'})"
0.010458564730172263,"frozenset({'77', '148'})"
0.01345047787782247,"frozenset({'987', '148'})"
0.011610077555398878,frozenset({'155'})
0.011177755196454149,"frozenset({'6', '155'})"
0.04336051846359906,frozenset({'2'})
0.019634303769083296,"frozenset({'2', '3'})"
0.013651487572752379,"frozenset({'2', '3', '6'})"
0.02991812137753257,"frozenset({'2', '6'})"
0.02158884527506005,frozenset({'205'})
0.01465754614637142,"frozenset({'205', '27'})"
0.013800982220237939,"frozenset({'205', '27', '6'})"
0.010737352045753443,"frozenset({'7', '205', '27', '6'})"
0.011379774990353555,"frozenset({'7', '205', '27'})"
0.019678748123741163,"frozenset({'205', '6'})"
0.013507043420114303,"frozenset({'7', '205', '6'})"
0.014389869919454708,"frozenset({'7', '205'})"
0.0218100569493799,frozenset({'215'})
0.019032284783263066,"frozenset({'6', '215'})"
0.08949274849949798,frozenset({'218'})
0.013571689754162113,"frozenset({'27', '218'})"
0.01316461986945481,"frozenset({'27', '6', '218'})"
0.03906355744735869,"frozenset({'3', '218'})"
0.03432114278557013,"frozenset({'3', '6', '218'})"
0.0784594374556819,"frozenset({'6', '218'})"
0.011703006660592605,"frozenset({'64', '6', '218'})"
0.016554512011086847,"frozenset({'7', '6', '218'})"
0.011291896380007313,"frozenset({'77', '6', '218'})"
0.010194928899133537,"frozenset({'90', '6', '218'})"
0.010453514235324778,"frozenset({'987', '6', '218'})"
0.01204138981537411,"frozenset({'64', '218'})"
0.017034309021597936,"frozenset({'7', '218'})"
0.011572703893527488,"frozenset({'77', '218'})"
0.010300989290930726,"frozenset({'90', '218'})"
0.010730281352966964,"frozenset({'987', '218'})"
0.010135333059933213,frozenset({'229'})
0.012795933745588392,frozenset({'25'})
0.012341389209314728,"frozenset({'25', '6'})"
0.010178767315621584,frozenset({'254'})
0.018528245397484044,frozenset({'269'})
0.015189868303296357,"frozenset({'269', '6'})"
0.07286247906569886,frozenset({'27'})
0.01095957381904279,"frozenset({'278', '27'})"
0.010177757216652088,"frozenset({'278', '27', '6'})"
0.03235043969608142,"frozenset({'3', '27'})"
0.026789844869000264,"frozenset({'3', '27', '6'})"
0.016748451013230276,"frozenset({'3', '27', '6', '7'})"
0.01801006462613207,"frozenset({'3', '27', '7'})"
0.06001806056957461,"frozenset({'27', '6'})"
0.03777467116228048,"frozenset({'7', '27', '6'})"
0.010974725303585245,"frozenset({'7', '83', '27', '6'})"
0.012149470405110293,"frozenset({'7', '87', '27', '6'})"
0.012840378100246262,"frozenset({'83', '27', '6'})"
0.012780782261045938,"frozenset({'87', '27', '6'})"
0.04064133203771306,"frozenset({'7', '27'})"
0.011070684705687464,"frozenset({'7', '83', '27'})"
0.012904014335324576,"frozenset({'7', '87', '27'})"
0.013001993935365786,"frozenset({'83', '27'})"
0.01362724519748445,"frozenset({'87', '27'})"
0.010373716416734511,"frozenset({'27', '897'})"
0.017350469999050506,frozenset({'273'})
0.015424211264219669,"frozenset({'6', '273'})"
0.02031713067246329,frozenset({'278'})
0.016212088460427352,"frozenset({'278', '6'})"
0.010127252268177235,"frozenset({'278', '6', '7'})"
0.010893917386025484,"frozenset({'278', '7'})"
0.010213110680584484,frozenset({'28'})
0.03257266146937077,frozenset({'294'})
0.01539996888895174,"frozenset({'3', '294'})"
0.019140365372999246,"frozenset({'294', '6'})"
0.4545758493417185,frozenset({'3'})
0.012466641481532361,"frozenset({'3', '316'})"
0.010056545340312443,"frozenset({'3', '316', '6'})"
0.0357958872810358,"frozenset({'3', '4'})"
0.021325209444021324,"frozenset({'3', '4', '6'})"
0.010618160367352794,"frozenset({'3', '40'})"
0.010409069880666907,"frozenset({'3', '446'})"
0.01060199878384084,"frozenset({'3', '490'})"
0.02996256573219044,"frozenset({'3', '55'})"
0.01815652897670914,"frozenset({'3', '55', '6'})"
0.26785804473122277,"frozenset({'3', '6'})"
0.01763127751257068,"frozenset({'3', '64', '6'})"
0.033227205601604845,"frozenset({'3', '6', '7'})"
0.01689996585865483,"frozenset({'3', '77', '6'})"
0.013299973131367411,"frozenset({'3', '83', '6'})"
0.021388845679099638,"frozenset({'3', '64'})"
0.010068666527946407,"frozenset({'3', '69'})"
0.03904941606178573,"frozenset({'3', '7'})"
0.019477738428811255,"frozenset({'3', '77'})"
0.01428077923074903,"frozenset({'3', '83'})"
0.02146056270593393,frozenset({'303'})
0.019127234086395786,"frozenset({'6', '303'})"
0.014991888905274938,frozenset({'314'})
0.013415124413890074,"frozenset({'6', '314'})"
0.028133276498431316,frozenset({'316'})
0.022692883448720304,"frozenset({'316', '6'})"
0.01118078549336264,frozenset({'32'})
0.010201999591920016,"frozenset({'6', '32'})"
0.010224221769248951,frozenset({'361'})
0.012289874161870381,frozenset({'364'})
0.011873713386437603,"frozenset({'364', '6'})"
0.011624218940971836,frozenset({'378'})
0.01083028115094717,"frozenset({'378', '6'})"
0.07888569922080965,frozenset({'4'})
0.04583526093886679,"frozenset({'4', '6'})"
0.02432520338342751,frozenset({'40'})
0.022488843456881905,"frozenset({'40', '6'})"
0.011077755398473943,frozenset({'423'})
0.010758564124112881,"frozenset({'423', '6'})"
0.01910097151318886,frozenset({'438'})
0.018565619059355436,"frozenset({'6', '438'})"
0.023505003020195918,frozenset({'446'})
0.019434304173122884,"frozenset({'446', '6'})"
0.012830277110551291,frozenset({'49'})
0.012332298318589256,"frozenset({'49', '6'})"
0.023459548566568553,frozenset({'490'})
0.013648457275843887,"frozenset({'6', '490'})"
0.014692899610303817,frozenset({'504'})
0.012681792562035228,"frozenset({'504', '6'})"
0.013051488784871142,frozenset({'512'})
0.01253835850836665,"frozenset({'512', '6'})"
0.06607259379273982,frozenset({'55'})
0.03926759743919709,"frozenset({'55', '6'})"
0.01591107896751724,frozenset({'56'})
0.015304009486849521,"frozenset({'6', '56'})"
0.6074472576823077,frozenset({'6'})
0.04009789879212365,"frozenset({'64', '6'})"
0.020645412837549823,"frozenset({'6', '69'})"
0.07435338514467647,"frozenset({'7', '6'})"
0.01612521994905061,"frozenset({'7', '83', '6'})"
0.015590877594186679,"frozenset({'7', '87', '6'})"
0.012062601893733548,"frozenset({'7', '897', '6'})"
0.011618158347154853,"frozenset({'73', '6'})"
0.015657544126173484,"frozenset({'6', '737'})"
0.03803426659744122,"frozenset({'77', '6'})"
0.03028579740242949,"frozenset({'83', '6'})"
0.017044410011292907,"frozenset({'87', '6'})"
0.013199973333387205,"frozenset({'897', '6'})"
0.0215029868626528,"frozenset({'90', '6'})"
0.016595926068836225,"frozenset({'987', '6'})"
0.04874939646586573,frozenset({'64'})
0.010723210660180485,frozenset({'667'})
0.022859549778687316,frozenset({'69'})
0.08777558025135303,frozenset({'7'})
0.016334310435736493,"frozenset({'7', '83'})"
0.01666562289773152,"frozenset({'7', '87'})"
0.012876741663148155,"frozenset({'7', '897'})"
0.01893834557909984,frozenset({'73'})
0.017823196316775116,frozenset({'737'})
0.043892840620523996,frozenset({'77'})
0.03253730800543837,frozenset({'83'})
0.018670669352183127,frozenset({'87'})
0.014441384966899057,frozenset({'897'})
0.022284803465043506,frozenset({'90'})
0.012371692178399639,frozenset({'91'})
0.017983802052925147,frozenset({'987'})
